"","ï..Player","X","X2nd","X3rd","X4th","X5th","X6th","X7th","X8th","X9th","X10th","Total","bbwaa_totals","consistent_totals","only_10_totals","gap_13_totals","gap_12_totals","gap_11_totals","gap_13_11_9_7totals","gap_13_12_8totals","benoit_1_totals","benoit_2_totals","benoit_4_totals"
"1","i",0,11,10,3,1,1,0,2,0,0,0,289,245,110,278,267,256,301,308,312.3,316.5,199
"2","j",0,8,11,7,2,0,0,0,0,0,0,281,249,80,273,265,257,302,306,295,307.5,198
"3","b",0,7,4,8,7,2,0,0,0,0,0,259,231,70,252,245,238,268,264,246.5,266.5,161
"4","r",0,2,2,2,8,1,4,3,2,1,1,165,157,20,163,161,159,169,169,148,151.5,69
"5","j",0,0,0,3,4,10,6,1,3,0,1,156,156,0,156,156,156,159,156,125.1,131.5,37
"6","a",0,0,1,2,4,4,5,8,1,2,0,141,141,0,141,141,141,145,144,121.2,118.5,33
"7","j",0,0,0,2,2,3,5,2,7,2,1,107,107,0,107,107,107,109,107,94.8,85.5,19
"8","r",0,0,0,0,0,2,4,3,6,0,5,67,67,0,67,67,67,67,67,63.5,49.5,2
"9","m",0,0,0,0,0,2,1,2,4,5,3,50,50,0,50,50,50,50,50,48,34.5,2
"10","d",0,0,0,0,0,1,2,3,1,4,3,42,42,0,42,42,42,42,42,39.1,29.5,1
"11","m",0,0,0,1,0,1,0,1,1,2,2,27,27,0,27,27,27,28,27,24.4,21,6
"12","t",0,0,0,0,0,1,0,2,0,2,0,18,18,0,18,18,18,18,18,16.3,13,1
"13","m",0,0,0,0,0,0,1,0,1,2,0,12,12,0,12,12,12,12,12,11.7,8,0
"14","r",0,0,0,0,0,0,0,0,1,0,2,5,5,0,5,5,5,5,5,5.5,3,0
"15","d",0,0,0,0,0,0,0,0,0,2,1,5,5,0,5,5,5,5,5,5,2.5,0
"16","e",0,0,0,0,0,0,0,1,0,0,0,4,4,0,4,4,4,4,4,3.9,3,0
"17","c",0,0,0,0,0,0,0,0,1,0,1,4,4,0,4,4,4,4,4,4.5,2.5,0
"18","m",0,0,0,0,0,0,0,0,0,2,0,4,4,0,4,4,4,4,4,4,2,0
"19","m",0,0,0,0,0,0,0,0,0,1,1,3,3,0,3,3,3,3,3,3,1.5,0
"20","k",0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,3,3,3,3,1.5,0
"21","t",0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,2,2,2,2,2,1,0
"22","m",0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,2,2,2,2,2,1,0
"23","b",0,0,0,0,0,0,0,0,0,1,0,2,2,0,2,2,2,2,2,2,1,0
"24","g",0,0,0,0,0,0,0,0,0,0,2,2,2,0,2,2,2,2,2,2,1,0
"25","c",0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0.5,0
"26","c",0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0.5,0
