Player,,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,Total
t,,12,10,2,0,0,0,0,0,0,0
b,,10,10,1,3,0,0,0,0,0,0
b,,1,3,14,3,2,1,0,0,0,0
w,,0,0,3,1,7,3,4,4,0,2
h,,0,0,1,3,1,8,7,3,0,0
r,,0,0,1,5,3,3,5,3,1,3
b,,1,1,1,4,1,3,3,2,2,1
l,,,,1,2,4,4,2,2,2,5
d,,,,,3,3,2,0,6,4,1
f,,,,,,1,,1,1,4,2
t,,,,,,2,,0,0,2,0
d,,,,,,,,1,1,2,0
j,,,,,,,,1,1,1,2
a,,,,,,,,,1,1,0
j,,,,,,,,,,2,1
t,,,,,,,,,,2,0
j,,,,,,,,,,1,0
r,,,,,,,,,,,2
b,,,,,,,,,,,2
d,,,,,,,,,,,1
c,,,,,,,,,,,1
o,,,,,,,,,,,1
