Player,,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,Total
j,,22,5,4,1,0,0,0,0,0,0
b,,6,8,8,6,1,1,1,0,1,0
m,,3,10,11,5,1,2,0,0,0,0
j,,0,6,7,5,9,1,0,0,2,0
t,,1,3,1,12,5,4,2,2,,1
v,,,,,1,4,7,7,2,7,3
j,,,,,0,1,6,8,8,4,2
a,,,,,1,8,3,0,5,4,2
s,,,,,1,1,3,3,5,5,6
g,,,,,,0,2,8,6,4,3
c,,,,1,,1,0,0,1,2,2
g,,,,,,0,2,0,0,1,0
r,,,,,,0,0,1,2,0,2
t,,,,,,0,0,1,0,1,2
e,,,,,,1,0,0,0,0,0
e,,,,,,,1,0,0,0,1
r,,,,,,,,0,1,0,2
d,,,,,,,,1,,0,0
b,,,,,,,,,,0,3
m,,,,,,,,,,1,0
r,,,,,,,,,,,2
a,,,,,,,,,,,1
