Player,,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,Total
j,,14,11,2,0,1,0,0,0,0,0
f,,10,7,7,2,2,0,0,0,0,0
a,,4,4,6,7,3,1,1,0,1,0
c,,,4,10,9,2,3,0,0,0,0
p,,,1,1,6,1,5,1,2,0,3
m,,,0,1,0,7,3,4,2,4,2
e,,,0,0,0,5,5,3,7,4,1
d,,,1,1,1,4,4,3,2,3,2
n,,,,,2,0,4,3,3,4,3
d,,,,,0,0,1,5,4,2,3
m,,,,,0,1,0,1,2,5,7
m,,,,,0,0,2,1,3,2,1
d,,,,,1,1,,1,2,0,0
b,,,,,,1,,3,1,1,0
t,,,,,,,,1,,1,2
m,,,,,,,,1,,0,1
t,,,,,,,,,,1,0
d,,,,,,,,,,,2
j,,,,,,,,,,,1
